holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume
Nothing,289.93,0.0,0.0,0,Clear,Sky is Clear,2016-06-20 23:00:00,1238
Nothing,288.39,0.0,0.0,0,Clear,Sky is Clear,2016-06-21 00:00:00,677
Nothing,288.42,0.0,0.0,0,Clear,Sky is Clear,2016-06-21 01:00:00,416
Nothing,286.9,0.0,0.0,0,Clear,Sky is Clear,2016-06-21 02:00:00,320
Nothing,286.54,0.0,0.0,0,Clear,Sky is Clear,2016-06-21 03:00:00,364
Nothing,286.02,0.0,0.0,0,Clear,Sky is Clear,2016-06-21 04:00:00,935
Nothing,285.48,0.0,0.0,0,Clear,Sky is Clear,2016-06-21 05:00:00,3097
Nothing,285.47,0.0,0.0,0,Clear,Sky is Clear,2016-06-21 06:00:00,5597
Nothing,287.29,0.0,0.0,0,Clear,Sky is Clear,2016-06-21 07:00:00,6408
Nothing,289.37,0.0,0.0,0,Clear,Sky is Clear,2016-06-21 08:00:00,5971
Nothing,294.07,0.0,0.0,0,Clear,Sky is Clear,2016-06-21 09:00:00,5342
Nothing,296.11,0.0,0.0,0,Clear,Sky is Clear,2016-06-21 10:00:00,4478
Nothing,297.12,0.0,0.0,0,Clear,Sky is Clear,2016-06-21 11:00:00,4747
Nothing,298.32,0.0,0.0,0,Clear,Sky is Clear,2016-06-21 12:00:00,4959
Nothing,299.26,0.0,0.0,0,Clear,Sky is Clear,2016-06-21 13:00:00,5071
Nothing,299.88,0.0,0.0,0,Clear,Sky is Clear,2016-06-21 14:00:00,5571
Nothing,300.21,0.0,0.0,0,Clear,Sky is Clear,2016-06-21 15:00:00,6054
Nothing,300.49,0.0,0.0,0,Clear,Sky is Clear,2016-06-21 16:00:00,6455
Nothing,300.16,0.0,0.0,0,Clear,Sky is Clear,2016-06-21 17:00:00,6357
Nothing,299.61,0.0,0.0,12,Clouds,few clouds,2016-06-21 18:00:00,4732
Nothing,299.1,0.0,0.0,12,Clouds,few clouds,2016-06-21 19:00:00,3572
Nothing,297.49,0.0,0.0,12,Clouds,few clouds,2016-06-21 20:00:00,3137
Nothing,294.94,0.0,0.0,76,Clouds,broken clouds,2016-06-21 21:00:00,2862
Nothing,292.71,0.0,0.0,76,Clouds,broken clouds,2016-06-21 22:00:00,2180
Nothing,291.98,0.0,0.0,76,Clouds,broken clouds,2016-06-21 23:00:00,1239
Nothing,291.39,0.0,0.0,36,Clouds,scattered clouds,2016-06-22 00:00:00,708
Nothing,291.18,0.0,0.0,36,Clouds,scattered clouds,2016-06-22 01:00:00,461
Nothing,291.2,0.0,0.0,36,Clouds,scattered clouds,2016-06-22 02:00:00,345
Nothing,291.81,0.0,0.0,92,Clouds,overcast clouds,2016-06-22 03:00:00,382
Nothing,291.77,0.0,0.0,92,Clouds,overcast clouds,2016-06-22 04:00:00,921
Nothing,291.22,0.0,0.0,92,Clouds,overcast clouds,2016-06-22 05:00:00,3152
Nothing,291.22,0.0,0.0,48,Clouds,scattered clouds,2016-06-22 06:00:00,5699
Nothing,292.12,0.0,0.0,48,Clouds,scattered clouds,2016-06-22 07:00:00,6683
Nothing,292.56,0.0,0.0,48,Clouds,scattered clouds,2016-06-22 08:00:00,5880
Nothing,294.81,0.0,0.0,44,Clouds,scattered clouds,2016-06-22 09:00:00,5062
Nothing,297.8,0.0,0.0,44,Clouds,scattered clouds,2016-06-22 10:00:00,4728
Nothing,299.81,0.0,0.0,92,Rain,light rain,2016-06-22 11:00:00,4957
Nothing,300.45,0.0,0.0,76,Rain,light rain,2016-06-22 12:00:00,5280
Nothing,301.08,0.0,0.0,76,Rain,light rain,2016-06-22 13:00:00,5330
Nothing,301.75,0.0,0.0,76,Rain,light rain,2016-06-22 14:00:00,5821
Nothing,302.66,0.0,0.0,36,Clouds,scattered clouds,2016-06-22 15:00:00,5797
Nothing,301.12,0.0,0.0,36,Clouds,scattered clouds,2016-06-22 16:00:00,6161
Nothing,301.08,0.0,0.0,36,Clouds,scattered clouds,2016-06-22 17:00:00,6222
Nothing,300.24,0.0,0.0,32,Clouds,scattered clouds,2016-06-22 18:00:00,4993
Nothing,299.77,0.0,0.0,32,Clouds,scattered clouds,2016-06-22 19:00:00,3922
Nothing,296.34,0.0,0.0,32,Clouds,scattered clouds,2016-06-22 20:00:00,3105
Nothing,295.42,0.0,0.0,12,Clouds,few clouds,2016-06-22 21:00:00,2779
Nothing,294.82,0.0,0.0,12,Clouds,few clouds,2016-06-22 22:00:00,2202
Nothing,294.36,0.0,0.0,12,Clouds,few clouds,2016-06-22 23:00:00,2165
Nothing,290.38,0.0,0.0,12,Rain,light rain,2016-06-23 00:00:00,1348
Nothing,288.79,0.0,0.0,12,Rain,light rain,2016-06-23 01:00:00,646
Nothing,287.92,0.0,0.0,12,Rain,light rain,2016-06-23 02:00:00,449
Nothing,286.58,0.6,0.0,80,Rain,light rain,2016-06-23 03:00:00,425
Nothing,286.81,0.0,0.0,80,Clouds,broken clouds,2016-06-23 04:00:00,947
Nothing,286.65,0.0,0.0,80,Clouds,broken clouds,2016-06-23 05:00:00,3133
Nothing,287.07,0.0,0.0,68,Clouds,broken clouds,2016-06-23 06:00:00,5844
Nothing,287.4,0.0,0.0,68,Clouds,broken clouds,2016-06-23 07:00:00,6699
Nothing,287.8,0.0,0.0,68,Clouds,broken clouds,2016-06-23 08:00:00,5991
Nothing,288.38,0.0,0.0,88,Clouds,overcast clouds,2016-06-23 09:00:00,5164
Nothing,290.34,0.0,0.0,88,Clouds,overcast clouds,2016-06-23 10:00:00,5051
Nothing,292.53,0.0,0.0,80,Rain,light rain,2016-06-23 11:00:00,5346
Nothing,293.71,0.0,0.0,44,Clouds,scattered clouds,2016-06-23 12:00:00,5392
Nothing,295.44,0.0,0.0,44,Clouds,scattered clouds,2016-06-23 13:00:00,5170
Nothing,297.29,0.0,0.0,44,Clouds,scattered clouds,2016-06-23 14:00:00,5513
Nothing,297.5,0.0,0.0,48,Clouds,scattered clouds,2016-06-23 15:00:00,5795
Nothing,298.58,0.0,0.0,48,Clouds,scattered clouds,2016-06-23 16:00:00,6714
Nothing,298.54,0.0,0.0,48,Clouds,scattered clouds,2016-06-23 17:00:00,6320
Nothing,298.19,0.0,0.0,48,Clouds,scattered clouds,2016-06-23 18:00:00,4804
Nothing,297.27,0.0,0.0,48,Clouds,scattered clouds,2016-06-23 19:00:00,3575
Nothing,295.8,0.0,0.0,48,Clouds,scattered clouds,2016-06-23 20:00:00,3346
Nothing,293.74,0.0,0.0,56,Clouds,broken clouds,2016-06-23 21:00:00,3412
Nothing,291.46,0.0,0.0,56,Clouds,broken clouds,2016-06-23 22:00:00,2689
Nothing,290.11,0.0,0.0,56,Clouds,broken clouds,2016-06-23 23:00:00,1587
Nothing,289.65,0.0,0.0,8,Clear,sky is clear,2016-06-24 00:00:00,1028
Nothing,289.23,0.0,0.0,8,Clear,sky is clear,2016-06-24 01:00:00,683
Nothing,288.3,0.0,0.0,8,Clear,sky is clear,2016-06-24 02:00:00,486
Nothing,288.11,0.0,0.0,0,Clear,Sky is Clear,2016-06-24 03:00:00,521
Nothing,287.37,0.0,0.0,0,Clear,Sky is Clear,2016-06-24 04:00:00,1005
Nothing,287.17,0.0,0.0,0,Clear,Sky is Clear,2016-06-24 05:00:00,3026
Nothing,287.11,0.0,0.0,1,Mist,mist,2016-06-24 06:00:00,5395
Nothing,287.11,0.0,0.0,1,Fog,fog,2016-06-24 06:00:00,5395
Nothing,289.09,0.0,0.0,20,Mist,mist,2016-06-24 07:00:00,6208
Nothing,289.09,0.0,0.0,20,Fog,fog,2016-06-24 07:00:00,6208
Nothing,291.37,0.0,0.0,20,Clouds,few clouds,2016-06-24 08:00:00,5448
Nothing,293.82,0.0,0.0,20,Clouds,few clouds,2016-06-24 09:00:00,5056
Nothing,294.73,0.0,0.0,20,Clouds,few clouds,2016-06-24 10:00:00,4806
Nothing,295.48,0.0,0.0,75,Clouds,broken clouds,2016-06-24 11:00:00,4874
Nothing,296.24,0.0,0.0,75,Clouds,broken clouds,2016-06-24 12:00:00,4888
Nothing,296.96,0.0,0.0,90,Clouds,overcast clouds,2016-06-24 13:00:00,4799
Nothing,297.68,0.0,0.0,75,Clouds,broken clouds,2016-06-24 14:00:00,5078
Nothing,298.18,0.0,0.0,75,Clouds,broken clouds,2016-06-24 15:00:00,5219
Nothing,299.3,0.0,0.0,75,Clouds,broken clouds,2016-06-24 16:00:00,6160
Nothing,300.01,0.0,0.0,75,Clouds,broken clouds,2016-06-24 17:00:00,5227
Nothing,300.33,0.0,0.0,40,Clouds,scattered clouds,2016-06-24 18:00:00,4621
Nothing,300.0,0.0,0.0,20,Clouds,few clouds,2016-06-24 19:00:00,3775
Nothing,299.15,0.0,0.0,20,Clouds,few clouds,2016-06-24 20:00:00,3513
Nothing,297.81,0.0,0.0,20,Clouds,few clouds,2016-06-24 21:00:00,3705
Nothing,296.63,0.0,0.0,20,Clouds,few clouds,2016-06-24 22:00:00,3810
Nothing,295.97,0.0,0.0,20,Clouds,few clouds,2016-06-24 23:00:00,2525
Nothing,296.02,0.0,0.0,75,Clouds,broken clouds,2016-06-25 00:00:00,1869
Nothing,296.07,0.0,0.0,90,Clouds,overcast clouds,2016-06-25 01:00:00,1100
Nothing,296.04,0.0,0.0,40,Clouds,scattered clouds,2016-06-25 02:00:00,1005
Nothing,296.04,0.0,0.0,40,Clouds,scattered clouds,2016-06-25 03:00:00,493
Nothing,295.93,0.0,0.0,20,Clouds,few clouds,2016-06-25 04:00:00,653
Nothing,295.45,0.0,0.0,20,Clouds,few clouds,2016-06-25 05:00:00,1009
Nothing,295.62,0.0,0.0,20,Clouds,few clouds,2016-06-25 06:00:00,1595
Nothing,296.36,0.0,0.0,20,Clouds,few clouds,2016-06-25 07:00:00,2175
Nothing,297.84,0.0,0.0,1,Clear,sky is clear,2016-06-25 08:00:00,2806
Nothing,299.53,0.0,0.0,20,Clouds,few clouds,2016-06-25 09:00:00,3536
Nothing,301.28,0.0,0.0,20,Clouds,few clouds,2016-06-25 10:00:00,3970
Nothing,302.93,0.0,0.0,20,Clouds,few clouds,2016-06-25 11:00:00,4257
Nothing,303.69,0.0,0.0,75,Clouds,broken clouds,2016-06-25 12:00:00,4544
Nothing,305.16,0.0,0.0,75,Clouds,broken clouds,2016-06-25 13:00:00,4363
Nothing,306.25,0.0,0.0,40,Clouds,scattered clouds,2016-06-25 14:00:00,4395
Nothing,306.86,0.0,0.0,40,Clouds,scattered clouds,2016-06-25 15:00:00,4298
Nothing,307.03,0.0,0.0,75,Thunderstorm,proximity thunderstorm,2016-06-25 16:00:00,4341
Nothing,305.69,0.0,0.0,75,Thunderstorm,proximity thunderstorm,2016-06-25 17:00:00,4215
Nothing,303.34,0.0,0.0,90,Thunderstorm,thunderstorm,2016-06-25 18:00:00,3808
Nothing,301.88,0.0,0.0,40,Rain,light rain,2016-06-25 19:00:00,3154
Nothing,301.88,0.0,0.0,40,Thunderstorm,proximity thunderstorm,2016-06-25 19:00:00,3154
Nothing,300.6,0.0,0.0,75,Clouds,broken clouds,2016-06-25 20:00:00,2882
Nothing,299.2,0.0,0.0,75,Clouds,broken clouds,2016-06-25 21:00:00,3038
Nothing,298.21,0.0,0.0,75,Clouds,broken clouds,2016-06-25 22:00:00,3255
Nothing,296.95,0.0,0.0,40,Clouds,scattered clouds,2016-06-25 23:00:00,2583
Nothing,295.93,0.0,0.0,1,Clear,sky is clear,2016-06-26 00:00:00,1658
Nothing,294.39,0.0,0.0,1,Clear,sky is clear,2016-06-26 01:00:00,1277
Nothing,293.71,0.0,0.0,1,Clear,sky is clear,2016-06-26 02:00:00,718
Nothing,292.81,0.0,0.0,1,Clear,sky is clear,2016-06-26 03:00:00,460
Nothing,292.07,0.0,0.0,1,Clear,sky is clear,2016-06-26 04:00:00,385
Nothing,291.48,0.0,0.0,20,Clouds,few clouds,2016-06-26 05:00:00,530
Nothing,291.62,0.0,0.0,40,Clouds,scattered clouds,2016-06-26 06:00:00,926
Nothing,292.45,0.0,0.0,40,Clouds,scattered clouds,2016-06-26 07:00:00,1241
Nothing,294.72,0.0,0.0,20,Clouds,few clouds,2016-06-26 08:00:00,2078
Nothing,296.16,0.0,0.0,20,Clouds,few clouds,2016-06-26 09:00:00,3101
Nothing,297.69,0.0,0.0,20,Clouds,few clouds,2016-06-26 10:00:00,3956
Nothing,299.02,0.0,0.0,20,Clouds,few clouds,2016-06-26 11:00:00,3893
Nothing,300.09,0.0,0.0,20,Clouds,few clouds,2016-06-26 12:00:00,4303
Nothing,300.91,0.0,0.0,1,Clear,sky is clear,2016-06-26 13:00:00,4403
Nothing,301.81,0.0,0.0,1,Clear,sky is clear,2016-06-26 14:00:00,4241
Nothing,302.18,0.0,0.0,20,Clouds,few clouds,2016-06-26 15:00:00,4464
Nothing,302.78,0.0,0.0,20,Clouds,few clouds,2016-06-26 16:00:00,4359
Nothing,302.98,0.0,0.0,20,Clouds,few clouds,2016-06-26 17:00:00,4271
Nothing,302.69,0.0,0.0,20,Clouds,few clouds,2016-06-26 18:00:00,3717
Nothing,302.26,0.0,0.0,20,Clouds,few clouds,2016-06-26 19:00:00,3465
Nothing,300.99,0.0,0.0,1,Clear,sky is clear,2016-06-26 20:00:00,2425
Nothing,298.52,0.0,0.0,1,Clear,sky is clear,2016-06-26 21:00:00,2319
Nothing,296.78,0.0,0.0,1,Clear,sky is clear,2016-06-26 22:00:00,1470
Nothing,295.9,0.0,0.0,1,Clear,sky is clear,2016-06-26 23:00:00,1483
Nothing,295.51,0.0,0.0,1,Clear,sky is clear,2016-06-27 00:00:00,615
Nothing,294.41,0.0,0.0,1,Clear,sky is clear,2016-06-27 01:00:00,370
Nothing,293.38,0.0,0.0,1,Clear,sky is clear,2016-06-27 02:00:00,304
Nothing,292.46,0.0,0.0,1,Clear,sky is clear,2016-06-27 03:00:00,349
Nothing,291.66,0.0,0.0,1,Clear,sky is clear,2016-06-27 04:00:00,821
Nothing,290.73,0.0,0.0,20,Clouds,few clouds,2016-06-27 05:00:00,2849
Nothing,290.1,0.0,0.0,20,Clouds,few clouds,2016-06-27 06:00:00,5176
Nothing,290.43,0.0,0.0,75,Clouds,broken clouds,2016-06-27 07:00:00,6045
Nothing,290.92,0.0,0.0,75,Clouds,broken clouds,2016-06-27 08:00:00,5332
Nothing,291.3,0.0,0.0,40,Clouds,scattered clouds,2016-06-27 09:00:00,4426
Nothing,292.41,0.0,0.0,20,Clouds,few clouds,2016-06-27 10:00:00,3984
Nothing,293.04,0.0,0.0,40,Clouds,scattered clouds,2016-06-27 11:00:00,4016
Nothing,293.33,0.0,0.0,90,Clouds,overcast clouds,2016-06-27 12:00:00,4440
Nothing,294.45,0.0,0.0,40,Clouds,scattered clouds,2016-06-27 13:00:00,4422
Nothing,294.97,0.0,0.0,75,Clouds,broken clouds,2016-06-27 14:00:00,4727
Nothing,295.12,0.0,0.0,75,Clouds,broken clouds,2016-06-27 15:00:00,4825
Nothing,295.55,0.0,0.0,75,Clouds,broken clouds,2016-06-27 16:00:00,5832
Nothing,295.49,0.0,0.0,75,Clouds,broken clouds,2016-06-27 17:00:00,5347
Nothing,295.7,0.0,0.0,40,Clouds,scattered clouds,2016-06-27 18:00:00,3959
Nothing,295.0,0.0,0.0,40,Clouds,scattered clouds,2016-06-27 19:00:00,2931
Nothing,294.27,0.0,0.0,40,Clouds,scattered clouds,2016-06-27 20:00:00,2626
Nothing,292.58,0.6,0.0,20,Rain,light rain,2016-06-27 21:00:00,2400
Nothing,291.45,0.0,0.0,20,Clouds,few clouds,2016-06-27 22:00:00,1968
Nothing,291.14,0.0,0.0,90,Clouds,overcast clouds,2016-06-27 23:00:00,1129
Nothing,291.1,0.0,0.0,90,Clouds,overcast clouds,2016-06-28 00:00:00,567
Nothing,290.47,0.0,0.0,90,Clouds,overcast clouds,2016-06-28 01:00:00,410
Nothing,289.84,0.0,0.0,90,Clouds,overcast clouds,2016-06-28 02:00:00,316
Nothing,289.0,0.0,0.0,40,Clouds,scattered clouds,2016-06-28 03:00:00,329
Nothing,287.63,0.0,0.0,20,Clouds,few clouds,2016-06-28 04:00:00,848
Nothing,286.52,0.0,0.0,1,Clear,sky is clear,2016-06-28 05:00:00,2949
Nothing,285.98,0.0,0.0,1,Clear,sky is clear,2016-06-28 06:00:00,5264
Nothing,287.63,0.0,0.0,20,Clouds,few clouds,2016-06-28 07:00:00,5979
Nothing,289.46,0.0,0.0,40,Clouds,scattered clouds,2016-06-28 08:00:00,5371
Nothing,290.41,0.0,0.0,20,Clouds,few clouds,2016-06-28 09:00:00,4779
Nothing,291.29,0.0,0.0,40,Clouds,scattered clouds,2016-06-28 10:00:00,4233
Nothing,292.38,0.0,0.0,40,Clouds,scattered clouds,2016-06-28 11:00:00,4249
Nothing,292.99,0.0,0.0,40,Clouds,scattered clouds,2016-06-28 12:00:00,4496
Nothing,294.03,0.0,0.0,40,Clouds,scattered clouds,2016-06-28 13:00:00,4433
Nothing,295.01,0.0,0.0,40,Clouds,scattered clouds,2016-06-28 14:00:00,4863
Nothing,295.36,0.0,0.0,40,Clouds,scattered clouds,2016-06-28 15:00:00,5166
Nothing,296.02,0.0,0.0,1,Haze,haze,2016-06-28 16:00:00,5846
Nothing,296.28,0.0,0.0,40,Clouds,scattered clouds,2016-06-28 17:00:00,5735
Nothing,296.36,0.0,0.0,40,Clouds,scattered clouds,2016-06-28 18:00:00,4152
Nothing,295.82,0.0,0.0,40,Clouds,scattered clouds,2016-06-28 19:00:00,3157
Nothing,294.83,0.0,0.0,20,Clouds,few clouds,2016-06-28 20:00:00,2708
Nothing,292.74,0.0,0.0,20,Clouds,few clouds,2016-06-28 21:00:00,2649
Nothing,290.09,0.0,0.0,1,Clear,sky is clear,2016-06-28 22:00:00,2277
Nothing,289.29,0.0,0.0,1,Clear,sky is clear,2016-06-28 23:00:00,1811
Nothing,288.06,0.0,0.0,75,Clouds,broken clouds,2016-06-29 00:00:00,665
Nothing,287.27,0.0,0.0,1,Clear,sky is clear,2016-06-29 01:00:00,428
Nothing,286.85,0.0,0.0,1,Clear,sky is clear,2016-06-29 02:00:00,297
Nothing,286.18,0.0,0.0,1,Clear,sky is clear,2016-06-29 03:00:00,358
Nothing,285.87,0.0,0.0,1,Clear,sky is clear,2016-06-29 04:00:00,888
Nothing,285.48,0.0,0.0,1,Mist,mist,2016-06-29 05:00:00,2970
Nothing,285.75,0.0,0.0,20,Clouds,few clouds,2016-06-29 06:00:00,5343
Nothing,287.83,0.0,0.0,20,Clouds,few clouds,2016-06-29 07:00:00,6053
Nothing,290.68,0.0,0.0,40,Clouds,scattered clouds,2016-06-29 08:00:00,5448
Nothing,292.94,0.0,0.0,40,Clouds,scattered clouds,2016-06-29 09:00:00,4716
Nothing,294.54,0.0,0.0,75,Clouds,broken clouds,2016-06-29 10:00:00,4355
Nothing,295.92,0.0,0.0,75,Clouds,broken clouds,2016-06-29 11:00:00,4573
Nothing,296.7,0.0,0.0,75,Clouds,broken clouds,2016-06-29 12:00:00,4635
Nothing,297.17,0.0,0.0,75,Clouds,broken clouds,2016-06-29 13:00:00,4622
Nothing,298.4,0.0,0.0,40,Clouds,scattered clouds,2016-06-29 14:00:00,4772
Nothing,298.58,0.0,0.0,40,Clouds,scattered clouds,2016-06-29 15:00:00,5212
Nothing,298.93,0.0,0.0,40,Clouds,scattered clouds,2016-06-29 16:00:00,5964
Nothing,299.27,0.0,0.0,40,Clouds,scattered clouds,2016-06-29 17:00:00,5794
Nothing,298.81,0.0,0.0,40,Clouds,scattered clouds,2016-06-29 18:00:00,4308
Nothing,298.08,0.0,0.0,1,Clear,sky is clear,2016-06-29 20:00:00,2581
Nothing,297.35,0.0,0.0,40,Clouds,scattered clouds,2016-06-29 20:00:00,2581
Nothing,294.93,0.0,0.0,1,Clear,sky is clear,2016-06-29 21:00:00,2631
Nothing,291.84,0.0,0.0,1,Clear,sky is clear,2016-06-29 22:00:00,1926
Nothing,291.18,0.0,0.0,20,Clouds,few clouds,2016-06-29 23:00:00,1140
Nothing,290.26,0.0,0.0,20,Clouds,few clouds,2016-06-30 00:00:00,620
Nothing,289.6,0.0,0.0,1,Clear,sky is clear,2016-06-30 01:00:00,446
Nothing,289.3,0.0,0.0,20,Clouds,few clouds,2016-06-30 02:00:00,313
Nothing,288.38,0.0,0.0,1,Mist,mist,2016-06-30 03:00:00,363
Nothing,288.4,0.0,0.0,20,Mist,mist,2016-06-30 04:00:00,863
Nothing,288.78,0.0,0.0,20,Clouds,few clouds,2016-06-30 05:00:00,2881
Nothing,289.32,0.0,0.0,40,Clouds,scattered clouds,2016-06-30 06:00:00,4728
Nothing,290.78,0.0,0.0,90,Thunderstorm,proximity thunderstorm,2016-06-30 07:00:00,5836
Nothing,292.88,0.0,0.0,75,Clouds,broken clouds,2016-06-30 08:00:00,5549
Nothing,294.27,0.0,0.0,75,Clouds,broken clouds,2016-06-30 09:00:00,4751
Nothing,294.88,0.0,0.0,75,Rain,heavy intensity rain,2016-06-30 10:00:00,3917
Nothing,294.07,0.0,0.0,90,Rain,moderate rain,2016-06-30 11:00:00,4175
Nothing,294.07,0.0,0.0,90,Thunderstorm,thunderstorm,2016-06-30 11:00:00,4175
Nothing,292.25,1.02,0.0,90,Rain,heavy intensity rain,2016-06-30 12:00:00,4125
Nothing,294.07,0.0,0.0,75,Rain,light rain,2016-06-30 13:00:00,4295
Nothing,296.26,0.0,0.0,40,Clouds,scattered clouds,2016-06-30 14:00:00,4305
Nothing,297.21,0.0,0.0,40,Clouds,scattered clouds,2016-06-30 15:00:00,4943
Nothing,297.6,0.25,0.0,40,Rain,light rain,2016-06-30 16:00:00,5855
Nothing,298.08,0.25,0.0,40,Rain,light rain,2016-06-30 17:00:00,5466
Nothing,297.03,0.0,0.0,40,Clouds,scattered clouds,2016-06-30 18:00:00,4132
Nothing,296.13,0.0,0.0,20,Clouds,few clouds,2016-06-30 19:00:00,3321
Nothing,294.62,0.0,0.0,40,Clouds,scattered clouds,2016-06-30 20:00:00,2929
Nothing,292.6,0.0,0.0,1,Clear,sky is clear,2016-06-30 21:00:00,2907
Nothing,291.05,0.0,0.0,20,Clouds,few clouds,2016-06-30 22:00:00,2533
Nothing,290.07,0.0,0.0,20,Clouds,few clouds,2016-06-30 23:00:00,1473
Nothing,289.04,0.0,0.0,1,Clear,sky is clear,2016-07-01 00:00:00,825
Nothing,288.16,0.0,0.0,1,Clear,sky is clear,2016-07-01 01:00:00,531
Nothing,286.64,0.0,0.0,1,Clear,sky is clear,2016-07-01 02:00:00,381
Nothing,285.39,0.0,0.0,1,Clear,sky is clear,2016-07-01 03:00:00,406
Nothing,284.67,0.0,0.0,1,Clear,sky is clear,2016-07-01 04:00:00,790
Nothing,283.97,0.0,0.0,20,Clouds,few clouds,2016-07-01 05:00:00,2532
Nothing,283.24,0.0,0.0,20,Clouds,few clouds,2016-07-01 06:00:00,4826
Nothing,284.59,0.0,0.0,20,Clouds,few clouds,2016-07-01 07:00:00,5217
Nothing,286.51,0.0,0.0,20,Clouds,few clouds,2016-07-01 08:00:00,4281
Nothing,288.14,0.0,0.0,40,Clouds,scattered clouds,2016-07-01 09:00:00,4560
Nothing,289.45,0.0,0.0,40,Clouds,scattered clouds,2016-07-01 10:00:00,4412
Nothing,290.87,0.0,0.0,20,Clouds,few clouds,2016-07-01 11:00:00,4682
Nothing,292.02,0.0,0.0,20,Clouds,few clouds,2016-07-01 12:00:00,5018
Nothing,293.3,0.0,0.0,1,Clear,sky is clear,2016-07-01 13:00:00,4938
Nothing,294.37,0.0,0.0,40,Clouds,scattered clouds,2016-07-01 14:00:00,4974
Nothing,295.13,0.0,0.0,40,Clouds,scattered clouds,2016-07-01 15:00:00,5015
Nothing,295.44,0.0,0.0,40,Clouds,scattered clouds,2016-07-01 16:00:00,5017
Nothing,295.71,0.0,0.0,40,Clouds,scattered clouds,2016-07-01 17:00:00,4307
Nothing,295.65,0.0,0.0,40,Clouds,scattered clouds,2016-07-01 18:00:00,3808
Nothing,295.31,0.0,0.0,75,Clouds,broken clouds,2016-07-01 19:00:00,3102
Nothing,293.99,0.0,0.0,75,Clouds,broken clouds,2016-07-01 20:00:00,2822
Nothing,292.24,0.0,0.0,75,Clouds,broken clouds,2016-07-01 21:00:00,2627
Nothing,289.69,0.0,0.0,40,Clouds,scattered clouds,2016-07-01 22:00:00,2498
Nothing,288.53,0.0,0.0,40,Clouds,scattered clouds,2016-07-01 23:00:00,1987
Nothing,287.75,0.0,0.0,75,Clouds,broken clouds,2016-07-02 00:00:00,1234
Nothing,287.13,0.0,0.0,75,Clouds,broken clouds,2016-07-02 01:00:00,940
Nothing,286.4,0.0,0.0,75,Clouds,broken clouds,2016-07-02 02:00:00,664
Nothing,285.64,0.0,0.0,1,Clear,sky is clear,2016-07-02 03:00:00,373
Nothing,285.21,0.0,0.0,1,Clear,sky is clear,2016-07-02 04:00:00,425
Nothing,285.66,0.0,0.0,75,Clouds,broken clouds,2016-07-02 05:00:00,679
Nothing,285.83,0.0,0.0,75,Clouds,broken clouds,2016-07-02 06:00:00,1253
Nothing,287.34,0.0,0.0,75,Clouds,broken clouds,2016-07-02 07:00:00,1679
Nothing,289.67,0.0,0.0,75,Clouds,broken clouds,2016-07-02 08:00:00,2178
Nothing,292.72,0.0,0.0,20,Clouds,few clouds,2016-07-02 09:00:00,2952
Nothing,294.67,0.0,0.0,20,Clouds,few clouds,2016-07-02 10:00:00,3429
Nothing,295.89,0.0,0.0,40,Clouds,scattered clouds,2016-07-02 11:00:00,3892
Nothing,296.6,0.0,0.0,40,Clouds,scattered clouds,2016-07-02 12:00:00,3862
Nothing,297.29,0.0,0.0,75,Clouds,broken clouds,2016-07-02 13:00:00,3550
Nothing,297.94,0.0,0.0,40,Clouds,scattered clouds,2016-07-02 14:00:00,3554
Nothing,298.47,0.0,0.0,40,Clouds,scattered clouds,2016-07-02 15:00:00,3487
Nothing,298.45,0.0,0.0,40,Clouds,scattered clouds,2016-07-02 16:00:00,3261
Nothing,299.04,0.0,0.0,75,Clouds,broken clouds,2016-07-02 17:00:00,3263
Nothing,298.64,0.0,0.0,40,Clouds,scattered clouds,2016-07-02 18:00:00,3175
Nothing,298.21,0.0,0.0,40,Clouds,scattered clouds,2016-07-02 19:00:00,2805
Nothing,296.99,0.0,0.0,40,Clouds,scattered clouds,2016-07-02 20:00:00,2676
Nothing,294.45,0.0,0.0,20,Clouds,few clouds,2016-07-02 21:00:00,2495
Nothing,292.09,0.0,0.0,20,Clouds,few clouds,2016-07-02 22:00:00,2370
Nothing,291.03,0.0,0.0,20,Clouds,few clouds,2016-07-02 23:00:00,2205
Nothing,290.15,0.0,0.0,1,Clear,sky is clear,2016-07-03 00:00:00,1133
Nothing,289.45,0.0,0.0,1,Clear,sky is clear,2016-07-03 01:00:00,929
Nothing,289.3,0.0,0.0,1,Clear,sky is clear,2016-07-03 02:00:00,759
Nothing,289.14,0.0,0.0,1,Clear,sky is clear,2016-07-03 03:00:00,436
Nothing,288.46,0.0,0.0,1,Clear,sky is clear,2016-07-03 04:00:00,419
Nothing,287.59,0.0,0.0,1,Mist,mist,2016-07-03 05:00:00,590
Nothing,287.44,0.0,0.0,20,Mist,mist,2016-07-03 06:00:00,1095
Nothing,289.23,0.0,0.0,40,Mist,mist,2016-07-03 07:00:00,1166
Nothing,291.48,0.0,0.0,40,Clouds,scattered clouds,2016-07-03 08:00:00,1616
Nothing,293.62,0.0,0.0,40,Clouds,scattered clouds,2016-07-03 09:00:00,2271
Nothing,295.28,0.0,0.0,40,Clouds,scattered clouds,2016-07-03 10:00:00,2827
Nothing,296.44,0.0,0.0,75,Clouds,broken clouds,2016-07-03 11:00:00,3166
