bathrooms,bedrooms,fee,price,square_feet,cityname,state
1.0,1.0,No,950.0,777.0,Greensboro,NC
1.0,1.0,No,992.0,450.0,Las Vegas,NV
1.0,2.0,No,1470.0,866.0,Capitol Heights,MD
1.0,1.0,No,1800.0,900.0,West Roxbury,MA
2.0,2.0,No,1705.0,1044.0,Denver,CO
1.0,2.0,No,775.0,830.0,Greensboro,NC
2.0,2.0,No,1746.0,908.0,Dallas,TX
1.0,1.0,No,1400.0,917.0,Cleveland,OH
2.0,2.0,No,2300.0,1184.0,Cleveland,OH
2.0,2.0,No,2100.0,1079.0,College Park,MD
2.0,2.0,No,1795.0,1164.0,Cleveland,OH
1.0,1.0,No,1040.0,504.0,Denver,CO
1.0,0.0,No,1260.0,952.0,Greensboro,NC
1.0,2.0,No,1489.0,760.0,Denver,CO
2.0,2.0,No,1799.0,1000.0,Cleveland,OH
1.0,2.0,No,1355.0,702.0,Riverdale,MD
2.0,3.0,No,1675.0,1324.0,Sarasota,FL
1.0,2.0,No,1397.0,1025.0,Sarasota,FL
1.0,1.0,No,1047.0,698.0,Greensboro,NC
1.0,1.0,No,1590.0,769.0,Cleveland,OH
1.0,1.0,No,999.0,500.0,Denver,CO
2.0,2.0,No,2448.0,1416.0,Rahway,NJ
2.0,2.0,No,1499.0,925.0,Denver,CO
1.0,1.0,No,930.0,750.0,Virginia Beach,VA
2.0,2.0,No,1499.0,1157.0,Dallas,TX
1.0,1.0,No,1675.0,805.0,Rahway,NJ
1.0,1.0,No,1450.0,700.0,Cleveland,OH
1.0,2.0,No,2300.0,650.0,Los Angeles,CA
1.0,1.0,No,1545.0,673.0,Denver,CO
2.5,4.0,No,1795.0,2668.0,Las Vegas,NV
1.0,2.0,No,1135.0,940.0,Virginia Beach,VA
1.0,1.0,No,2111.0,854.0,Las Vegas,NV
1.0,2.0,No,1135.0,940.0,Virginia Beach,VA
1.0,1.0,No,1199.0,807.0,Dallas,TX
1.0,1.0,No,952.0,525.0,Mount Rainier,MD
1.0,1.0,No,1478.0,628.0,Parsippany,NJ
2.0,2.0,No,1615.0,1049.0,Denver,CO
1.0,2.0,No,1253.0,810.0,Mount Rainier,MD
1.0,1.0,No,1790.0,700.0,Los Angeles,CA
1.0,1.0,No,1491.0,756.0,Dallas,TX
1.0,1.0,No,1860.0,740.0,Cleveland,OH
1.0,1.0,No,2700.0,1228.0,Cleveland,OH
2.0,2.0,No,1295.0,990.0,Denver,CO
1.0,1.0,No,2800.0,1018.0,Virginia Beach,VA
1.0,1.0,No,1050.0,617.0,Denver,CO
1.0,2.0,No,1405.0,965.0,Laurel,MD
1.0,1.0,No,1335.0,900.0,Denver,CO
2.0,3.0,No,1255.0,1200.0,Dallas,TX
1.0,2.0,No,3995.0,900.0,Los Angeles,CA
1.0,1.0,No,1430.0,746.0,Virginia Beach,VA
1.0,2.0,No,1520.0,764.0,Dallas,TX
2.0,3.0,No,1320.0,1357.0,Painesville,OH
1.0,1.0,No,1010.0,680.0,Denver,CO
1.0,1.0,No,2461.0,497.0,Boston,MA
1.0,1.0,No,1280.0,978.0,Painesville,OH
1.0,1.0,No,2986.0,640.0,Boston,MA
1.0,1.0,No,2752.0,752.0,Boston,MA
1.0,1.0,No,2614.0,591.0,Boston,MA
1.0,2.0,No,1930.0,1152.0,Dallas,TX
2.0,2.0,No,3923.0,1067.0,Boston,MA
1.0,2.0,No,2385.0,1161.0,Denver,CO
2.0,2.0,No,3756.0,965.0,Boston,MA
1.0,2.0,No,699.0,729.0,Elyria,OH
1.0,1.0,No,499.0,512.0,Burlington,NC
1.0,1.0,No,1249.0,702.0,Chesapeake,VA
1.0,3.0,No,2800.0,950.0,Roxbury,MA
3.0,2.0,No,2112.0,1287.0,Denver,CO
1.0,1.0,No,1975.0,800.0,Kearny,NJ
1.0,2.0,No,1730.0,515.0,Kearny,NJ
2.0,2.0,No,1719.0,1099.0,Dallas,TX
1.0,1.0,No,1223.0,803.0,Chesapeake,VA
2.0,2.0,No,1450.0,1446.0,California,MD
1.0,1.0,No,2442.0,578.0,Los Angeles,CA
2.0,1.0,No,1995.0,874.0,Harrison,NJ
1.0,2.0,No,650.0,1100.0,Winston Salem,NC
1.0,1.0,No,895.0,740.0,Las Vegas,NV
1.0,1.0,No,895.0,740.0,Las Vegas,NV
2.0,2.0,No,1876.0,1274.0,Dallas,TX
2.0,2.0,No,652.0,942.0,Winston Salem,NC
1.0,1.0,No,1243.0,750.0,Dallas,TX
2.0,2.0,No,652.0,942.0,Winston Salem,NC
2.0,2.0,No,3800.0,1000.0,Boston,MA
1.0,1.0,No,500.0,587.0,Toledo,OH
2.0,2.0,No,2445.0,1122.0,Dallas,TX
2.0,3.0,No,815.0,1175.0,Winston Salem,NC
1.0,1.0,No,915.0,667.0,Las Vegas,NV
1.0,1.0,No,3135.0,627.0,Los Angeles,CA
1.0,1.0,No,2580.0,662.0,Los Angeles,CA
1.0,1.0,No,939.0,696.0,Winston Salem,NC
2.0,2.0,No,1255.0,940.0,Las Vegas,NV
1.0,1.0,No,1725.0,1050.0,Boston,MA
1.0,2.0,No,599.0,627.0,Leesville,LA
2.0,2.0,No,3400.0,1104.0,Los Angeles,CA
3.0,2.0,No,8000.0,1990.0,Los Angeles,CA
1.0,1.0,No,2655.0,600.0,Los Angeles,CA
1.0,2.0,No,375.0,350.0,Alexandria,LA
1.0,2.0,No,1800.0,1000.0,Stoughton,MA
1.0,2.0,No,1340.0,575.0,Denver,CO
1.5,1.0,No,3035.0,808.0,Los Angeles,CA
1.0,1.0,No,1326.0,851.0,Bradenton,FL
1.0,2.0,No,1335.0,575.0,Denver,CO
1.0,1.0,No,1029.0,753.0,Las Vegas,NV
1.0,2.0,No,2875.0,523.0,Los Angeles,CA
1.0,2.0,No,2285.0,408.0,Los Angeles,CA
1.0,0.0,No,1395.0,519.0,Denver,CO
2.0,2.0,No,720.0,1184.0,Clemmons,NC
2.0,2.0,No,5350.0,1480.0,Beverly Hills,CA
1.0,2.0,No,950.0,828.0,Salem,VA
1.0,2.0,No,1548.0,798.0,Gaithersburg,MD
2.5,2.0,No,1492.0,1242.0,Loveland,OH
2.0,3.0,No,1300.0,1247.0,Port Saint Lucie,FL
2.0,2.0,No,1283.0,1016.0,Loveland,OH
2.5,4.0,No,1995.0,2824.0,Port Saint Lucie,FL
2.0,2.0,No,1618.0,1103.0,Germantown,MD
2.0,3.0,No,1695.0,2053.0,Port Saint Lucie,FL
1.0,2.0,No,1480.0,916.0,Germantown,MD
2.0,2.0,No,3125.0,1285.0,Edgewater,NJ
2.0,2.0,No,895.0,950.0,Blacksburg,VA
2.0,2.0,No,1651.0,1103.0,Germantown,MD
2.5,4.0,No,2150.0,2239.0,Loveland,OH
2.0,2.0,No,915.0,1054.0,Blacksburg,VA
1.0,2.0,No,885.0,750.0,Loveland,OH
2.0,2.0,No,3135.0,1200.0,Edgewater,NJ
2.0,2.0,No,3785.0,1200.0,Edgewater,NJ
2.0,2.0,No,1601.0,1100.0,Germantown,MD
3.0,5.0,No,1495.0,1936.0,Amelia,OH
1.0,1.0,No,1275.0,660.0,Hawthorne,CA
1.0,0.0,No,1100.0,350.0,Hawthorne,CA
1.0,1.0,No,1350.0,650.0,Hawthorne,CA
1.0,1.0,No,1395.0,646.0,Hawthorne,CA
2.0,2.0,No,2022.0,1320.0,East Orange,NJ
1.0,3.0,No,904.0,525.0,West Chester,OH
1.0,2.0,No,700.0,791.0,Fort Pierce,FL
1.0,3.0,No,896.0,623.0,West Chester,OH
2.0,2.0,No,2130.0,1428.0,Erie,CO
2.0,2.0,No,1825.0,1111.0,Erie,CO
2.0,2.0,No,1500.0,1154.0,Germantown,MD
1.0,1.0,No,1120.0,360.0,Gardena,CA
1.0,1.0,No,991.0,857.0,West Chester,OH
1.0,2.0,No,1300.0,2000.0,East Orange,NJ
1.0,1.0,No,1565.0,760.0,Longmont,CO
1.0,1.0,No,1416.0,760.0,Longmont,CO
2.0,2.0,No,1606.0,1185.0,Longmont,CO
2.0,2.0,No,1795.0,1088.0,Longmont,CO
2.0,2.0,No,1857.0,1088.0,Longmont,CO
1.0,1.0,No,2210.0,800.0,Englewood,NJ
1.0,1.0,No,1453.0,857.0,Longmont,CO
1.0,1.0,No,1457.0,857.0,Longmont,CO
2.0,3.0,No,2060.0,1326.0,Winter Garden,FL
1.0,1.0,No,1345.0,814.0,Winter Garden,FL
2.0,2.0,No,1599.0,1528.0,West Chester,OH
2.0,2.0,No,1975.0,1025.0,Downey,CA
2.0,2.0,No,1439.0,1112.0,Winter Garden,FL
1.0,1.0,No,1800.0,639.0,Newton,MA
2.0,2.0,No,1047.0,949.0,Chester,VA
2.0,2.0,No,1980.0,1320.0,Winter Garden,FL
2.0,2.0,No,2050.0,1067.0,Derwood,MD
2.0,2.0,No,2050.0,1087.0,Derwood,MD
2.0,2.0,No,1047.0,949.0,Chester,VA
2.0,2.0,No,5001.0,1101.0,Culver City,CA
1.0,1.0,No,3800.0,642.0,Culver City,CA
1.0,1.0,No,1780.0,631.0,Derwood,MD
2.0,3.0,No,1495.0,1413.0,Monroe,OH
2.0,2.0,No,5060.0,1158.0,Culver City,CA
1.0,1.0,No,3945.0,787.0,Culver City,CA
1.0,1.0,No,3885.0,642.0,Culver City,CA
2.0,2.0,No,2030.0,1385.0,Dallas,TX
1.0,1.0,No,625.0,676.0,Middletown,OH
1.0,1.0,No,1950.0,800.0,Newton,MA
2.0,2.0,No,1745.0,1500.0,Carteret,NJ
2.0,2.0,No,4791.0,1101.0,Culver City,CA
2.0,2.0,No,4737.0,990.0,Culver City,CA
1.0,1.0,No,3990.0,787.0,Culver City,CA
1.0,2.0,No,1763.0,1073.0,Rockville,MD
1.0,1.0,No,1273.0,773.0,Windermere,FL
1.0,1.0,No,3780.0,642.0,Culver City,CA
1.0,1.0,No,1293.0,773.0,Windermere,FL
2.0,4.0,No,2195.0,1970.0,Windermere,FL
2.0,3.0,No,1435.0,1439.0,Mason,OH
1.0,1.0,No,1260.0,705.0,Dallas,TX
1.0,2.0,No,1650.0,840.0,Compton,CA
2.0,3.0,No,895.0,1848.0,Henderson,NC
2.0,3.0,No,1995.0,2083.0,Windermere,FL
2.0,3.0,No,995.0,1344.0,Henderson,NC
2.5,2.0,No,1749.0,1344.0,Dallas,TX
2.0,2.0,No,795.0,910.0,Henderson,NC
1.0,2.0,No,832.0,822.0,Portsmouth,VA
2.0,2.0,No,1866.0,1141.0,Dallas,TX
2.0,3.0,No,921.0,1046.0,Portsmouth,VA
1.0,2.0,No,832.0,822.0,Portsmouth,VA
2.0,3.0,No,921.0,1046.0,Portsmouth,VA
2.0,3.0,No,1724.0,1390.0,Farmers Branch,TX
1.0,1.0,No,795.0,569.0,Dallas,TX
1.0,2.0,No,1380.0,880.0,Prospect Park,NJ
1.0,1.0,No,1550.0,750.0,Waltham,MA
2.0,2.0,No,1025.0,1220.0,Fairfield,OH
1.0,2.0,No,1828.0,1037.0,Rockville,MD
1.0,2.0,No,775.0,1600.0,Empire,CO
2.0,2.0,No,1397.0,1984.0,Fairfield,OH
1.0,1.0,No,1719.0,746.0,Rockville,MD
1.5,2.0,No,1100.0,1223.0,Fairfield,OH
1.0,1.0,No,807.0,834.0,Fairfield,OH
2.0,3.0,No,1399.0,1373.0,Clayton,NC
1.0,1.0,No,515.0,750.0,Franklin,OH
1.0,2.0,No,665.0,900.0,Franklin,OH
1.0,1.0,No,1500.0,775.0,Exeter,NH
1.0,1.0,No,1500.0,775.0,Exeter,NH
2.0,2.0,No,6000.0,926.0,West Hollywood,CA
2.5,3.0,No,2000.0,1020.0,Rockville,MD
1.0,1.0,No,1115.0,738.0,Kissimmee,FL
1.0,1.0,No,1115.0,738.0,Kissimmee,FL
2.0,3.0,No,1359.0,1245.0,Fuquay Varina,NC
2.0,2.0,No,3500.0,1070.0,South Easton,MA
1.0,1.0,No,2128.0,915.0,Bethesda,MD
2.0,2.0,No,14850.0,1507.0,West Hollywood,CA
2.0,2.0,No,1343.0,1056.0,Fuquay Varina,NC
2.0,2.0,No,3020.0,961.0,Boulder,CO
2.0,2.0,No,2800.0,970.0,Boulder,CO
1.0,1.0,No,2004.0,822.0,Bethesda,MD
1.0,2.0,No,1595.0,875.0,Lebanon,NH
1.0,1.0,No,1877.0,828.0,Bethesda,MD
2.5,2.0,No,3692.0,1562.0,Bethesda,MD
2.0,2.0,No,2700.0,970.0,Boulder,CO
1.0,2.0,No,895.0,750.0,Keene,NH
2.0,3.0,No,1617.0,1240.0,Kissimmee,FL
1.0,1.0,No,2407.0,701.0,Chevy Chase,MD
2.0,2.0,No,1675.0,1039.0,Bedford,NH
1.0,1.0,No,1749.0,803.0,Plymouth,MA
3.0,5.0,No,1795.0,3440.0,Kissimmee,FL
2.0,2.0,No,3110.0,1242.0,Midland Park,NJ
2.0,2.0,No,3589.0,1043.0,Chevy Chase,MD
2.0,2.0,No,3504.0,1231.0,Chevy Chase,MD
1.0,1.0,No,1921.0,517.0,Chevy Chase,MD
1.0,2.0,No,1999.0,804.0,Bethesda,MD
2.0,3.0,No,1974.0,1301.0,Kissimmee,FL
2.0,2.0,No,2344.0,1261.0,Abington,MA
2.0,2.0,No,1242.0,1123.0,Cary,NC
1.5,2.0,No,739.0,1050.0,Akron,OH
2.0,2.0,No,1242.0,1123.0,Cary,NC
1.0,1.0,No,1440.0,687.0,Dallas,TX
2.0,3.0,No,1595.0,1785.0,Clermont,FL
1.0,1.0,No,1079.0,866.0,Carson City,NV
2.0,2.0,No,1445.0,1164.0,Newport News,VA
2.0,3.0,No,1500.0,1192.0,Newport News,VA
2.0,2.0,No,1000.0,1062.0,Denver,CO
1.0,2.0,No,1500.0,900.0,Brockton,MA
1.0,3.0,No,1200.0,1034.0,Hyattsville,MD
2.0,3.0,No,1358.0,1189.0,Hyattsville,MD
1.0,2.0,No,1239.0,900.0,Denver,CO
1.0,1.0,No,1225.0,680.0,South Weymouth,MA
1.0,1.0,No,1295.0,654.0,Denver,CO
2.0,2.0,No,1102.0,987.0,Dallas,TX
2.0,3.0,No,1737.0,1443.0,Clermont,FL
1.0,1.0,No,1305.0,700.0,Dallas,TX
1.0,2.0,No,1795.0,950.0,East Weymouth,MA
1.0,1.0,No,735.0,760.0,Akron,OH
2.0,2.0,No,1100.0,1390.0,Akron,OH
1.0,2.0,No,1575.0,970.0,Hyattsville,MD
2.0,2.0,No,2290.0,1058.0,Weymouth,MA
1.0,2.0,No,2550.0,735.0,Los Angeles,CA
2.5,2.0,No,1275.0,1300.0,Newport News,VA
1.5,2.0,No,1490.0,1000.0,Hyattsville,MD
1.0,1.0,No,1530.0,775.0,Dallas,TX
2.0,3.0,No,3346.0,1523.0,Jersey City,NJ
1.5,2.0,No,1200.0,1050.0,Reno,NV
1.0,1.0,No,675.0,625.0,Cuyahoga Falls,OH
2.0,2.0,No,1095.0,996.0,Dallas,TX
1.0,1.0,No,2390.0,522.0,Melrose,MA
1.0,3.0,No,1385.0,530.0,Denver,CO
2.0,2.0,No,2100.0,972.0,Hyattsville,MD
1.0,1.0,No,1659.0,815.0,Hyattsville,MD
1.0,1.0,No,1120.0,800.0,Carrboro,NC
2.0,2.0,No,800.0,1008.0,Port Richey,FL
1.0,1.0,No,1899.0,912.0,Upper Marlboro,MD
1.0,2.0,No,1200.0,900.0,Irvington,NJ
2.0,3.0,No,1359.0,1250.0,Carrboro,NC
2.5,3.0,No,1875.0,1802.0,Sparks,NV
1.0,1.0,No,1400.0,750.0,Nutley,NJ
2.0,3.0,No,3200.0,1392.0,Denver,CO
2.0,2.0,No,1265.0,985.0,Carrboro,NC
1.0,2.0,No,1332.0,1011.0,New Port Richey,FL
2.0,2.0,No,1243.0,1131.0,New Port Richey,FL
2.5,2.0,No,1785.0,1439.0,Dallas,TX
1.0,1.0,No,1505.0,662.0,Norfolk,VA
2.0,2.0,No,2107.0,1064.0,Norfolk,VA
1.0,2.0,No,700.0,810.0,Cleveland,OH
1.0,3.0,No,2300.0,1200.0,Chelsea,MA
1.0,2.0,No,1380.0,1037.0,Temple Hills,MD
2.0,2.0,No,1140.0,1077.0,Land O Lakes,FL
1.0,3.0,No,850.0,950.0,Norfolk,VA
1.0,2.0,No,1295.0,906.0,Temple Hills,MD
1.0,1.0,No,850.0,722.0,Cleveland,OH
2.0,3.0,No,1153.0,1524.0,Greensboro,NC
1.0,2.0,No,800.0,800.0,Norfolk,VA
2.0,2.0,No,2100.0,750.0,Los Angeles,CA
1.0,1.0,No,1720.0,739.0,Dallas,TX
2.0,2.0,No,1508.0,1000.0,Denver,CO
1.0,1.0,No,1097.0,700.0,Denver,CO
1.0,2.0,No,2834.0,649.0,Los Angeles,CA
2.0,2.0,No,1393.0,1000.0,Denver,CO
1.0,2.0,No,2136.0,416.0,Los Angeles,CA
2.0,2.0,No,2740.0,1097.0,Dallas,TX
2.0,2.0,No,2840.0,1562.0,Wood Ridge,NJ
2.0,3.0,No,850.0,1218.0,Greensboro,NC
2.0,3.0,No,1295.0,1620.0,Dallas,TX
2.0,3.0,No,3000.0,1381.0,Cleveland,OH
1.0,1.0,No,1325.0,653.0,Virginia Beach,VA
2.0,2.0,No,1791.0,1238.0,Dallas,TX
2.0,3.0,No,3000.0,1389.0,Cleveland,OH
1.0,1.0,No,1825.0,824.0,College Park,MD
1.0,1.0,No,1269.0,780.0,Dallas,TX
1.0,1.0,No,1550.0,950.0,Cleveland,OH
2.0,2.0,No,1710.0,1092.0,Cleveland,OH
2.0,2.0,No,1705.0,1150.0,Cleveland,OH
1.0,1.0,No,1570.0,764.0,Dallas,TX
2.0,2.0,No,885.0,1185.0,Whitsett,NC
1.0,2.0,No,1029.0,875.0,Virginia Beach,VA
1.0,1.0,No,1555.0,808.0,Cleveland,OH
1.0,1.0,No,1580.0,781.0,Cleveland,OH
1.0,1.0,No,1500.0,905.0,Wallington,NJ
1.0,2.0,No,1957.0,900.0,Los Angeles,CA
1.0,1.0,No,1545.0,808.0,Cleveland,OH
1.0,1.0,No,1560.0,645.0,Las Vegas,NV
1.0,1.0,No,1791.0,883.0,Bowie,MD
1.0,1.0,No,1425.0,876.0,Dallas,TX
1.0,1.0,No,1420.0,773.0,Denver,CO
2.0,2.0,No,1699.0,1072.0,Denver,CO
2.0,2.0,No,1274.0,1123.0,Las Vegas,NV
1.0,1.0,No,2150.0,750.0,Los Angeles,CA
1.0,2.0,No,1328.0,810.0,Mount Rainier,MD
1.0,1.0,No,1148.0,622.0,Mount Rainier,MD
1.0,1.0,No,1310.0,670.0,Denver,CO
2.0,2.0,No,2925.0,1357.0,Cleveland,OH
1.0,1.0,No,2148.0,900.0,North Bergen,NJ
1.0,1.0,No,2095.0,1018.0,Virginia Beach,VA
1.0,1.0,No,1425.0,1000.0,Denver,CO
1.5,2.0,No,1705.0,1450.0,Denver,CO
1.0,1.0,No,1350.0,1023.0,Jamestown,NC
2.0,3.0,No,1420.0,1509.0,Hillsborough,NC
2.0,2.0,No,4495.0,1000.0,Los Angeles,CA
1.0,2.0,No,1635.0,935.0,Laurel,MD
1.0,1.0,No,3300.0,700.0,Los Angeles,CA
1.0,1.0,No,1150.0,840.0,Las Vegas,NV
2.0,2.0,No,882.0,1000.0,Wickliffe,OH
1.0,1.0,No,1420.0,787.0,Denver,CO
2.0,2.0,No,4221.0,1151.0,Boston,MA
1.0,1.0,No,3215.0,836.0,Boston,MA
1.0,2.0,No,3350.0,700.0,Los Angeles,CA
1.0,1.0,No,3374.0,929.0,Boston,MA
1.0,2.0,No,1250.0,698.0,Denver,CO
1.0,1.0,No,2485.0,485.0,Boston,MA
2.0,2.0,No,1255.0,1100.0,Chesapeake,VA
1.0,2.0,No,1225.0,832.0,Dallas,TX
2.0,2.0,No,999.0,970.0,Burlington,NC
2.0,2.0,No,2219.0,1045.0,Annapolis Junction,MD
1.0,1.0,No,2005.0,813.0,Kearny,NJ
2.0,2.0,No,1539.0,1255.0,Chesapeake,VA
1.0,1.0,No,3017.0,794.0,Boston,MA
1.0,1.0,No,1681.0,778.0,Denver,CO
1.0,1.0,No,1975.0,800.0,Kearny,NJ
2.0,3.0,No,1050.0,1100.0,Burlington,NC
1.0,1.0,No,1990.0,800.0,Kearny,NJ
1.0,1.0,No,1654.0,778.0,Denver,CO
1.0,1.0,No,1985.0,959.0,Kearny,NJ
2.0,3.0,No,1800.0,1596.0,Hollywood,MD
1.0,1.0,No,2230.0,785.0,Harrison,NJ
2.0,2.0,No,1631.0,1062.0,Dallas,TX
2.0,2.0,No,2695.0,1350.0,Dallas,TX
2.0,2.0,No,2700.0,1561.0,Bradenton,FL
2.0,2.0,No,1355.0,1170.0,Las Vegas,NV
2.0,3.0,No,1410.0,1324.0,Las Vegas,NV
2.0,2.0,No,3361.0,1046.0,Los Angeles,CA
1.5,2.0,No,840.0,870.0,Richmond,VA
1.0,1.0,No,2600.0,662.0,Los Angeles,CA
1.0,2.0,No,585.0,1500.0,Toledo,OH
2.0,2.0,No,1067.0,1096.0,Winston Salem,NC
1.0,1.0,No,1515.0,650.0,Denver,CO
2.0,2.0,No,1920.0,906.0,Denver,CO
1.0,1.0,No,495.0,600.0,Toledo,OH
1.5,2.0,No,1800.0,1196.0,Wrentham,MA
2.0,2.0,No,3790.0,1418.0,Los Angeles,CA
1.0,1.0,No,1311.0,832.0,Toledo,OH
2.0,3.0,No,1415.0,1100.0,Las Vegas,NV
1.0,2.0,No,625.0,900.0,Alexandria,LA
1.0,1.0,No,900.0,600.0,Walpole,MA
2.0,2.0,No,1909.0,1265.0,Toledo,OH
1.0,1.0,No,1418.0,697.0,Dallas,TX
2.0,2.0,No,1166.0,1122.0,Las Vegas,NV
1.0,1.0,No,979.0,512.0,Bradenton,FL
1.0,1.0,No,1009.0,753.0,Las Vegas,NV
1.0,1.0,No,1398.0,697.0,Dallas,TX
2.0,2.0,No,1099.0,1123.0,Perrysburg,OH
1.0,1.0,No,1272.0,697.0,Dallas,TX
1.0,1.0,No,1129.0,851.0,Bradenton,FL
1.0,2.0,No,782.0,898.0,Richmond,VA
1.0,1.0,No,2990.0,656.0,Los Angeles,CA
2.0,2.0,No,860.0,830.0,Bradenton,FL
1.0,1.0,No,1009.0,753.0,Las Vegas,NV
1.0,2.0,No,804.0,925.0,Richmond,VA
1.0,2.0,No,3950.0,500.0,San Francisco,CA
1.0,1.0,No,5700.0,680.0,Manhattan,NY
1.0,2.0,No,1693.0,906.0,Rockville,MD
1.0,1.0,No,775.0,667.0,Dallas,TX
1.0,1.0,No,1744.0,550.0,Rockville,MD
1.0,1.0,No,1245.0,640.0,Golden,CO
1.5,3.0,No,1070.0,1430.0,Fairfield,OH
1.0,1.0,No,775.0,597.0,Dallas,TX
2.0,2.0,No,1125.0,1102.0,Dallas,TX
1.0,1.0,No,1673.0,728.0,Rockville,MD
2.0,2.0,No,2234.0,1077.0,Rockville,MD
1.5,3.0,No,3500.0,1600.0,Lexington,MA
2.0,2.0,No,1279.0,1176.0,Clayton,NC
1.0,1.0,No,2314.0,827.0,Rockville,MD
1.0,1.0,No,795.0,600.0,Newmarket,NH
2.0,3.0,No,960.0,1104.0,Hamilton,OH
2.0,3.0,No,1595.0,1630.0,Hamilton,OH
1.0,3.0,No,750.0,853.0,Leesburg,FL
4.0,4.0,No,1450.0,2600.0,Clayton,NC
2.5,2.0,No,12600.0,2052.0,West Hollywood,CA
2.5,3.0,No,1495.0,2260.0,Franklin,OH
1.0,1.0,No,4370.0,1043.0,West Hollywood,CA
2.0,3.0,No,1295.0,1243.0,Franklin,OH
1.0,2.0,No,440.0,916.0,Mansfield,OH
1.0,3.0,No,795.0,1382.0,Mansfield,OH
2.0,2.0,No,2150.0,1204.0,Bethesda,MD
2.0,2.0,No,2170.0,1204.0,Bethesda,MD
2.0,2.0,No,1333.0,1065.0,Kissimmee,FL
2.0,2.0,No,2090.0,1091.0,Bethesda,MD
1.0,1.0,No,1750.0,720.0,South Easton,MA
1.0,2.0,No,440.0,874.0,Mansfield,OH
2.0,4.0,No,825.0,1519.0,Mansfield,OH
1.0,2.0,No,1296.0,1014.0,Kissimmee,FL
1.0,1.0,No,1038.0,745.0,Fuquay Varina,NC
2.0,2.0,No,1298.0,1096.0,Fuquay Varina,NC
2.0,2.0,No,1258.0,1067.0,Fuquay Varina,NC
2.0,2.0,No,1333.0,1065.0,Kissimmee,FL
2.0,2.0,No,2850.0,984.0,Boulder,CO
1.0,1.0,No,1081.0,745.0,Fuquay Varina,NC
2.0,3.0,No,1353.0,1245.0,Fuquay Varina,NC
1.0,1.0,No,1839.0,719.0,Bethesda,MD
1.0,1.0,No,1185.0,900.0,Kissimmee,FL
2.0,3.0,No,850.0,1350.0,Franklinton,NC
2.0,2.0,No,1333.0,1065.0,Kissimmee,FL
1.0,1.0,No,1235.0,827.0,Kissimmee,FL
1.0,1.0,No,2198.0,736.0,Chevy Chase,MD
2.0,2.0,No,2490.0,1500.0,Chevy Chase,MD
2.0,3.0,No,925.0,1560.0,Canton,OH
2.0,2.0,No,1154.0,1050.0,Apex,NC
1.0,2.0,No,2500.0,850.0,Ridgewood,NJ
1.0,1.0,No,1775.0,525.0,Chevy Chase,MD
1.0,2.0,No,595.0,800.0,Canton,OH
2.5,4.0,No,2600.0,1320.0,Randolph,MA
2.0,2.0,No,2490.0,1500.0,Chevy Chase,MD
2.0,2.0,No,1505.0,1110.0,Kissimmee,FL
1.0,1.0,No,1220.0,900.0,Boulder,CO
1.0,1.0,No,2397.0,704.0,Chevy Chase,MD
2.0,3.0,No,1284.0,1226.0,Apex,NC
1.0,3.0,No,2150.0,1175.0,Pompton Lakes,NJ
1.0,1.0,No,1746.0,960.0,Chevy Chase,MD
1.0,1.0,No,1649.0,796.0,Plymouth,MA
1.0,2.0,No,1955.0,1095.0,Plymouth,MA
1.0,1.0,No,2198.0,740.0,Chevy Chase,MD
2.0,2.0,No,2555.0,1000.0,Los Angeles,CA
2.0,2.0,No,2637.0,964.0,Chevy Chase,MD
1.0,2.0,No,601.0,816.0,Canton,OH
2.0,2.0,No,2860.0,1500.0,Chevy Chase,MD
1.5,2.0,No,800.0,1140.0,Wooster,OH
2.0,2.0,No,3594.0,1196.0,Chevy Chase,MD
2.0,4.0,No,1300.0,1400.0,Hampton,VA
2.0,2.0,No,1910.0,1488.0,Cary,NC
1.0,1.0,No,2025.0,751.0,Little Falls,NJ
1.0,2.0,No,3220.0,1256.0,Bethesda,MD
2.0,2.0,No,3815.0,1285.0,Los Angeles,CA
1.0,1.0,No,2995.0,739.0,Bethesda,MD
2.0,2.0,No,1737.0,1166.0,Kissimmee,FL
1.0,1.0,No,3045.0,650.0,Los Angeles,CA
1.0,1.0,No,2065.0,710.0,Bethesda,MD
2.0,2.0,No,3940.0,1144.0,Los Angeles,CA
2.0,2.0,No,3810.0,1285.0,Los Angeles,CA
2.0,2.0,No,2019.0,1210.0,Abington,MA
1.0,1.0,No,900.0,802.0,Cary,NC
1.0,1.0,No,1445.0,776.0,Kissimmee,FL
1.0,1.0,No,1095.0,778.0,Cary,NC
1.0,1.0,No,1761.0,769.0,Bethesda,MD
1.0,2.0,No,1410.0,900.0,Denver,CO
2.0,2.0,No,1652.0,1126.0,Kissimmee,FL
1.0,1.0,No,1475.0,776.0,Kissimmee,FL
1.0,1.0,No,1470.0,875.0,Kissimmee,FL
2.0,2.0,No,1315.0,1299.0,Cary,NC
2.0,2.0,No,940.0,1000.0,Akron,OH
1.0,1.0,No,3090.0,650.0,Los Angeles,CA
2.0,2.0,No,3975.0,1144.0,Los Angeles,CA
2.0,3.0,No,1368.0,1338.0,Cary,NC
1.0,1.0,No,1750.0,727.0,Hanover,MA
1.0,2.0,No,700.0,756.0,Akron,OH
2.0,2.0,No,1124.0,1066.0,Cary,NC
